Recipe,Name,Amount,Unit
Cheesecake,Rød skovsyre eller citronmelisse,0,stk
Glaseret hamburgerryg med dampet grønt,Hamburgerryg,1,kg
Glaseret hamburgerryg med dampet grønt,Vand,1,liter
Glaseret hamburgerryg med dampet grønt,Pilsnerøl 33 cl,1,stk
Glaseret hamburgerryg med dampet grønt,Laurbærblade,4,stk
Glaseret hamburgerryg med dampet grønt,Hele nelliker,4,stk
Glaseret hamburgerryg med dampet grønt,Sorte peberkorn,20,stk
Glaseret hamburgerryg med dampet grønt,Dijonsennep,1,spsk
Glaseret hamburgerryg med dampet grønt,Brun farin ca. spsk,2,spsk
Glaseret hamburgerryg med dampet grønt,Små faste kartofler ca. kg,1,kg
Glaseret hamburgerryg med dampet grønt,Smør - smeltet,15,g
Glaseret hamburgerryg med dampet grønt,Frisk timian,4,spsk
Glaseret hamburgerryg med dampet grønt,Groft salt,1,tsk
Glaseret hamburgerryg med dampet grønt,Friskkværnet peber,0,stk
Glaseret hamburgerryg med dampet grønt,Porrer i skrå skiver,4,stk
Glaseret hamburgerryg med dampet grønt,Gulerødder i stave,4,stk
Glaseret hamburgerryg med dampet grønt,Mælkesauce,3,dl
Mac and cheese,Vand,3,liter
Mac and cheese,Groft salt,1,spsk
Mac and cheese,Tørret pasta fx suppehorn,350,g
Mac and cheese,Hakkede løg ca. 150 g,2,stk
Mac and cheese,Smør,25,g
Mac and cheese,Hvedemel,2,spsk
Mac and cheese,Mælk,6,dl
Mac and cheese,Revet cheddar- og maasdammerost,100,g
Mac and cheese,Groft salt,1,tsk
Mac and cheese,Friskkværnet peber,0,stk
Mac and cheese,Revet cheddar- og maasdammerost,75,g
Mac and cheese,Frossen bønne-mix,450,g
Mac and cheese,Vand,1,5,½liter
Mac and cheese,Groft salt,1,5,½tsk
Mac and cheese,Hvidvinseddike,0,5,½spsk
Mac and cheese,Dijonsennep,0,5,½spsk
Mac and cheese,Vand,0,5,½spsk
Mac and cheese,Lille knust fed hvidløg,1,stk
Mac and cheese,Groft salt,0,5,½tsk
Mac and cheese,Friskkværnet peber,0,stk
Mac and cheese,Grofthakkede krydderurter fx bredbladet persille,1,dl
Koldskålskage,Digestive kiks,150,g
Koldskålskage,Kammerjunkere,150,g
Koldskålskage,Smør,150,g
Koldskålskage,Lagkageplast ca. 8 cm bred,0,stk
Koldskålskage,Husblas,5,blade
Koldskålskage,Vaniljestang kornene heraf eller vaniljepasta i tilsvarende mængde,1,stk
Koldskålskage,Sukker,100,g
Koldskålskage,Æggeblommer,3,stk
Koldskålskage,Kærnemælk,2,dl
Koldskålskage,Tykmælk,2,5,½dl
Koldskålskage,Citronskal usprøjtet,1,spsk
Koldskålskage,Friskpresset citronsaft,3,spsk
Koldskålskage,Piskefløde,2,5,½dl
Koldskålskage,Kammerjunkere,50,g
Koldskålskage,Jordbær,75,g
Pasta med ostesauce,Smør,40,g
Pasta med ostesauce,Hvedemel,4,spsk
Pasta med ostesauce,Mælk,0,5,½liter
Pasta med ostesauce,Fintrevet muskatnød,1,tsk
Pasta med ostesauce,Tørrede chiliflager,0,5,½tsk
Pasta med ostesauce,Groft salt,0,25,¼tsk
Pasta med ostesauce,Revet ost fx revet cheddar- og maasdammerost eller parmesanost,75,g
Pasta med ostesauce,Tørret pasta fx spaghetti,400,g
Pasta med ostesauce,Skyllede babyspinatblade drysset med lidt salt og peber,100,Salatafg
Pasta med ostesauce,Cocktailtomater i både,500,g
Pasta med ostesauce,Bacon - stegt,125,Ogg
Lakselasagne,Optøet frossen helbladet spinat,600,g
Lakselasagne,Mornaysauce,5,dl
Lakselasagne,Vand,1,dl
Lakselasagne,Citron - skal og saft,0,5,½
Lakselasagne,Groft salt,1,tsk
Lakselasagne,Friskkværnet peber,0,stk
Lakselasagne,Laksefilet uden skind,400,g
Lakselasagne,Lasagneplader,12,stk
Lakselasagne,Revet mozzarellaost,50,g
Lakselasagne,Flagesalt,0,stk
Wienerschnitzel,Kalveschnitzler a ca. 150 g ca. 600 g,4,stk
Wienerschnitzel,Rasp ca. 4 dl,200,g
Wienerschnitzel,Groft salt,1,tsk
Wienerschnitzel,Friskkværnet peber,0,stk
Wienerschnitzel,Æg,2,stk
Wienerschnitzel,Smør,150,g
Wienerschnitzel,Uskrællede kartofler i små tern ca. 1 x 1 x cm,800,g
Wienerschnitzel,Smeltet smør,25,g
Wienerschnitzel,Fint salt,1,tsk
Wienerschnitzel,Benfri sild ca. 40 g,8,stk
Wienerschnitzel,Citron usprøjtet i 4 tykke skiver,1,stk
Wienerschnitzel,Høvlet peberrod,4,spsk
Wienerschnitzel,Kapers,4,spsk
Wienerschnitzel,Smør,75,g
Wienerschnitzel,Dampede ærter,400,g
Chili sin carne,Smør,20,g
Chili sin carne,Stødt spidskommen,2,tsk
Chili sin carne,Stødt koriander,2,tsk
Chili sin carne,Finthakkede rødløg,2,stk
Chili sin carne,Store finthakkede fed hvidløg,3,stk
Chili sin carne,Gulerødder i små tern,2,stk
Chili sin carne,Finthakket soltørrede tomater,3,spsk
Chili sin carne,Kidneybønner - skyllede afdryppede,1,dåse
Chili sin carne,Hakkede tomater ca. 400 g,1,dåse
Chili sin carne,Mørk chokolade 80%,30,g
Chili sin carne,Rød peberfrugt i strimler ca. 300 g,1,stk
Chili sin carne,Groft salt,1,5,½tsk
Chili sin carne,Fraiche,2,dl
Chili sin carne,En håndfuld tortillachips med salt,0,stk
Chili sin carne,Avocado i tern,1,stk
Chili sin carne,Limefrugt i både,1,stk
Chili sin carne,Kogte basmatiris,0,stk
Chili sin carne,Rød chilipeber i tynde skiver,2,tsk
Chili sin carne,Grofthakket frisk koriander,1,dl
Nuggets i airfryer,Kyllingefileter ca. 250 g,2,stk
Nuggets i airfryer,Groft salt,1,tsk
Nuggets i airfryer,Paprika,0,5,½tsk
Nuggets i airfryer,Hvidløgspulver,0,5,½tsk
Nuggets i airfryer,Cayennepeber,0,25,¼tsk
Nuggets i airfryer,Friskkværnet peber,0,stk
Nuggets i airfryer,Cornflakes,50,g
Nuggets i airfryer,Æg,1,stk
Nuggets i airfryer,Hvedemel,1,dl
Nuggets i airfryer,Smørspray,0,stk
Italiensk mælkeis,Vaniljestang,1,stk
Italiensk mælkeis,Mælk,0,75,¾liter
Italiensk mælkeis,Æggeblommer,6,stk
Italiensk mælkeis,Sukker ca. 1¼ dl,100,g
Italiensk mælkeis,Hakket mørk chokolade,100,g
Bulgursalat,Bulgur,175,g
Bulgursalat,Jomfruolivenolie,2,spsk
Bulgursalat,Æbleeddike,1,spsk
Bulgursalat,Lille finthakket fed hvidløg,1,stk
Bulgursalat,Groft salt,0,5,½tsk
Bulgursalat,Friskkværnet peber,0,stk
Bulgursalat,Finthakkede krydderurter fx persille mynte og basilikum,2,dl
Bulgursalat,Halverede cherrytomater,200,g
Bulgursalat,Optøede edamamebønner,150,g
Bulgursalat,Grillede peberfrugter i olie i strimler,150,g
Bulgursalat,Agurk i tern,1,stk
Bulgursalat,Rødløg i tynde ringe,1,stk
Bulgursalat,Citron,1,stk
Bulgursalat,Saltede mandler,0,75,¾dl
Bulgursalat,Fraiche,2,dl
Bulgursalat,Salt,0,5,½tsk
Bulgursalat,Friskkværnet peber,0,stk
Bønnesalat med edamamebønner,Dampede grønne bønner,400,g
Bønnesalat med edamamebønner,Frosne optøede edamamebønner,300,g
Bønnesalat med edamamebønner,Rødløg i halve meget tynde skiver ca. 100 g,1,stk
Bønnesalat med edamamebønner,Fintklippet purløg,1,dl
Bønnesalat med edamamebønner,Olivenolie,1,spsk
Bønnesalat med edamamebønner,Groft salt,1,tsk
Bønnesalat med edamamebønner,Salatost i tern,200,g
Bønnesalat med edamamebønner,Rensede babysalatblade,100,g
Bønnesalat med edamamebønner,Citron usprøjtet i både,1,stk
Burritos,Hakket oksekød ca. 6% fedt,400,g
Burritos,Finthakket fed hvidløg,2,stk
Burritos,Chipotle paste,3,tsk
Burritos,Stødt spidskommen,2,tsk
Burritos,Salt,1,5,½tsk
Burritos,Tørret oregano,1,tsk
Burritos,Koncentreret tomatpuré,3,spsk
Burritos,Vand,0,5,½dl
Burritos,Sorte bønner ca. 400 g,1,dåse
Burritos,Rød peberfrugt i tern,1,stk
Burritos,Creme fraiche,1,dl
Burritos,Modne avocadoer,3,stk
Burritos,Friskpresset limesaft,1,spsk
Burritos,Store tortillaer,6,stk
Burritos,Finthakket rødløg ca. 75 g,1,stk
Burritos,Revet cheddarost,175,g
Burritos,Creme fraiche,1,5,½dl
Burritos,Grøn chilipeber i tynde ringe,1,stk
Burritos,Frisk koriander,1,bundt
Burritos,Limefrugt i både,1,stk
Smørstegte hyldeblomstskærme i pandekagedej,Hvedemel ca. 2 dl,125,g
Smørstegte hyldeblomstskærme i pandekagedej,Sukker,2,spsk
Smørstegte hyldeblomstskærme i pandekagedej,Vaniljestang - kornene herfra,1,stk
Smørstegte hyldeblomstskærme i pandekagedej,Fint salt,0,5,½tsk
Smørstegte hyldeblomstskærme i pandekagedej,Bagepulver,1,tsk
Smørstegte hyldeblomstskærme i pandekagedej,Stødt kardemomme,0,25,¼tsk
Smørstegte hyldeblomstskærme i pandekagedej,Fintrevet citronskal usprøjtet,1,tsk
Smørstegte hyldeblomstskærme i pandekagedej,Mælk,2,dl
Smørstegte hyldeblomstskærme i pandekagedej,Æg,2,stk
Smørstegte hyldeblomstskærme i pandekagedej,Smør - smeltet,15,g
Smørstegte hyldeblomstskærme i pandekagedej,Hyldeblomstskærme,20,stk
Smørstegte hyldeblomstskærme i pandekagedej,Smør,50,g
Smørstegte hyldeblomstskærme i pandekagedej,Flormelis,1,spsk
Smørstegte hyldeblomstskærme i pandekagedej,Piskefløde - pisket til let flødeskum,0,25,¼liter
Agurke- og melonsalat,Galiamelon,1,stk
Agurke- og melonsalat,Agurk,1,stk
Agurke- og melonsalat,Blå stenfri vindruer,150,g
Agurke- og melonsalat,Peanuts,75,g
Agurke- og melonsalat,Olivenolie,1,25,¼spsk
Agurke- og melonsalat,Mørk balsamicoeddike,1,25,¼spsk
Agurke- og melonsalat,Frisk basilikum,0,stk
Arme riddere,Friske brombær,125,g
Arme riddere,Rørsukker,1,spsk
Arme riddere,Æg,1,stk
Arme riddere,Mælk,1,dl
Arme riddere,Rørsukker,1,spsk
Arme riddere,Stødt kanel,0,5,½tsk
Arme riddere,Nip groft salt,1,stk
Arme riddere,Franskbrød eller toastbrød,4,skiver
Arme riddere,Smør,25,g
Arme riddere,Hytteost eller græsk inspireret yoghurt,100,g
Pitabrød,Mælk,1,5,½dl
Pitabrød,Vand,1,5,½dl
Pitabrød,Gær,25,g
Pitabrød,Sukker,0,5,½tsk
Pitabrød,Groft salt,0,5,½tsk
Pitabrød,Durummel ca. 1 dl,60,g
Pitabrød,Pizzamel ca. 6¼ dl,375,g
Saltkartofler,Kogende vand,1,liter
Saltkartofler,Groft salt ca. 225 g,1,75,¾dl
Saltkartofler,Skrubbede små nye kartofler,1,kg
Saltkartofler,Evt. krydderurter,0,stk
Saltkartofler,Smør,0,stk
Kartoffelmad med dildmayo,Hytteost,200,g
Kartoffelmad med dildmayo,Hårdkogt grofthakket æg,1,stk
Kartoffelmad med dildmayo,Fintrevet citronskal usprøjtet,1,tsk
Kartoffelmad med dildmayo,Friskpresset citronsaft,2,tsk
Kartoffelmad med dildmayo,Dildkviste,1,dl
Kartoffelmad med dildmayo,Groft salt,0,25,¼tsk
Kartoffelmad med dildmayo,Friskkværnet peber,0,stk
Kartoffelmad med dildmayo,Smør,15,g
Kartoffelmad med dildmayo,Rødløg i halve skiver ca. 225 g,3,stk
Kartoffelmad med dildmayo,Rugbrød,6,skiver
Kartoffelmad med dildmayo,Kolde kogte kartofler i skiver,800,g
Kartoffelmad med dildmayo,Agurk i skiver ca. 350 g,1,stk
Kartoffelmad med dildmayo,Havsalt,0,5,½tsk
Kartoffelmad med dildmayo,Friskkværnet peber,0,stk
Kartoffelmad med dildmayo,Dildkviste,0,stk
Kartoffelmad med dildmayo,Evt. grofthakkede saltristet cashewnødder,0,stk
Kyllingelår i ovn,Rensede kyllingeoverlår uden rygben ca. 700 g,4,stk
Kyllingelår i ovn,Groft salt,0,25,¼tsk
Kyllingelår i ovn,Citronpeber,0,25,¼tsk
Kyllingelår i ovn,Vand,1,5,½dl
Kyllingelår i ovn,Ærter,200,g
Kyllingelår i ovn,Madlavningsfløde,2,dl
Kyllingelår i ovn,Groft salt,0,5,½tsk
Kyllingelår i ovn,Citronpeber,0,5,½tsk
Kyllingelår i ovn,Grønne asparges i mundrette stykker,250,g
Kyllingelår i ovn,Slikærter delt på skrå,200,g
Kyllingelår i ovn,Fintrevet Parmigiano Reggiano,50,g
Kyllingelår i ovn,Basilikumblade,2,dl
Kyllingelår i ovn,Frisk pasta fx fettuccine - koges,500,g
Bao,Kogende vand,0,75,¾dl
Bao,Mælk,1,25,¼dl
Bao,Gær,20,g
Bao,Sukker,1,5,½tsk
Bao,Groft salt,0,75,¾tsk
Bao,Hvedemel ca. 4¾ dl,275,g
Bao,Smagsneutral olie,1,spsk
Bao,Bambussteamer,1,stk
Grillede små kartofler med kryddersmør,Små nye kartofler ca. 500 g,20,stk
Grillede små kartofler med kryddersmør,Vand,2,liter
Grillede små kartofler med kryddersmør,Groft salt,2,tsk
Grillede små kartofler med kryddersmør,Bambusspyd - ca. 20 cm lange,4,stk
Grillede små kartofler med kryddersmør,Hvidløgssmør eller kryddersmør - se opskrift i link,50,g
Mayonnaise,Æggeblomme stuetemperatur,1,stk
Mayonnaise,Fint salt,0,25,¼tsk
Mayonnaise,Friskkværnet peber,0,stk
Mayonnaise,Hvidvinseddike citron- eller limesaft,0,5,½tsk
Mayonnaise,Smagsneutral olie stuetemperatur,1,dl
Gammeldags oksesteg,Smør,50,g
Gammeldags oksesteg,Oksetykkam,1,25,snørretoksestegafca.¼kg
Gammeldags oksesteg,Skrællede gulerødder ca. 150 g,2,stk
Gammeldags oksesteg,Bladselleri ca. 75 g,2,stilke
Gammeldags oksesteg,Løg i grove stykker ca. 125 g,1,stk
Gammeldags oksesteg,Mørk øl fx dark ale,2,dl
Gammeldags oksesteg,Vand,2,dl
Gammeldags oksesteg,Laurbærblad,1,stk
Gammeldags oksesteg,Groft salt,1,5,½tsk
Gammeldags oksesteg,Friskkværnet peber,0,stk
Gammeldags oksesteg,Piskefløde,1,5,½dl
Gammeldags oksesteg,Kulør,0,stk
Gammeldags oksesteg,Piskefløde,1,dl
Gammeldags oksesteg,Hvidvinseddike,4,tsk
Gammeldags oksesteg,Groft salt,0,5,½tsk
Gammeldags oksesteg,Friskkværnet peber,0,stk
Gammeldags oksesteg,Røde æbler i tynde både fx discovery ca. 375 g,3,stk
Gammeldags oksesteg,Bladselleri i tynde skrå skiver ca. 250 g,5,stilke
Gammeldags oksesteg,Skyllede blåbær,125,g
Gammeldags oksesteg,Salte cashewnødder mandler eller peanuts,75,g
Gammeldags oksesteg,Blade af bladselleri,0,stk
Gammeldags oksesteg,Kogte kartofler,1,5,½kg
Upside down butterdejstærter,Blandede grøntsager fx rødløg squash asparges eller tomat,300,g
Upside down butterdejstærter,Butterdej,450,g
Upside down butterdejstærter,Flydende honning balsamico glaze olie revet ost flødeost frisk timian salt og peber,0,stk
Upside down butterdejstærter,Sammenpisket æg til pensling,1,stk
Løgtærte,Koldt smør,100,g
Løgtærte,Hvedemel ca. 3 dl,175,g
Løgtærte,Groft salt,0,5,½tsk
Løgtærte,Vand,1,5,½spsk
Løgtærte,Smør,25,g
Løgtærte,Løg i små tern ca. 400 g,5,stk
Løgtærte,Æg,2,stk
Løgtærte,Mælk,1,dl
Løgtærte,Piskefløde,1,dl
Løgtærte,Mozzarellaost i tern,100,g
Løgtærte,Revet muskatnød,0,25,¼tsk
Løgtærte,Groft salt,0,5,½tsk
Løgtærte,Friskkværnet peber,0,stk
Løgtærte,Blandet salat af fx blomkål squash gulerod og salatblade,0,stk
Hjemmelavet kyllingekebab - med jordbærsalat,Renset kyllingefilet,400,g
Hjemmelavet kyllingekebab - med jordbærsalat,Rapsolie,1,5,½spsk
Hjemmelavet kyllingekebab - med jordbærsalat,Stødt spidskommen,1,5,½tsk
Hjemmelavet kyllingekebab - med jordbærsalat,Røget paprika,0,75,¾tsk
Hjemmelavet kyllingekebab - med jordbærsalat,Friskkværnet peber,0,5,½tsk
Hjemmelavet kyllingekebab - med jordbærsalat,Groft salt,0,5,½tsk
Hjemmelavet kyllingekebab - med jordbærsalat,Stødt ingefær,0,25,¼tsk
Hjemmelavet kyllingekebab - med jordbærsalat,Bambusspyd - ca. 20 cm lange,4,stk
Hjemmelavet kyllingekebab - med jordbærsalat,Græsk yoghurt,3,dl
Hjemmelavet kyllingekebab - med jordbærsalat,Stort hakket fed hvidløg,1,stk
Hjemmelavet kyllingekebab - med jordbærsalat,Groft salt,0,5,½tsk
Hjemmelavet kyllingekebab - med jordbærsalat,Jordbær i kvarte,225,g
Hjemmelavet kyllingekebab - med jordbærsalat,Agurk i små tern ca. 300 g,1,stk
Hjemmelavet kyllingekebab - med jordbærsalat,Finthakket rødløg ca. 50 g,1,stk
Hjemmelavet kyllingekebab - med jordbærsalat,Hakkede mynteblade,4,spsk
Hjemmelavet kyllingekebab - med jordbærsalat,Akaciehonning,1,5,½spsk
Hjemmelavet kyllingekebab - med jordbærsalat,Friskpresset limesaft,1,spsk
Hjemmelavet kyllingekebab - med jordbærsalat,Groft salt,1,5,½tsk
Hjemmelavet kyllingekebab - med jordbærsalat,Halve jordbær og mynteblade,0,stk
Hjemmelavet kyllingekebab - med jordbærsalat,Ristede fuldkornspitabrød,300,g
Pariserbøf,Franskbrød,4,skiver
Pariserbøf,Hakket oksekød ca. 12% fedt,500,g
Pariserbøf,Smør,50,g
Pariserbøf,Groft salt,2,tsk
Pariserbøf,Friskkværnet peber,0,stk
Pariserbøf,Finthakkede rødløg ca. 150 g,2,stk
Pariserbøf,Syltede rødbeder i små tern,100,g
Pariserbøf,Kapers,50,g
Pariserbøf,Friskrevet peberrod,20,g
Pariserbøf,Æggeblommer,4,stk
Pariserbøf,Bredbladet persille,0,stk
Kiksekage,Smør,150,g
Kiksekage,Mørk chokolade,300,g
Kiksekage,Flormelis ca. 1 dl,50,g
Kiksekage,Æggeblommer,2,stk
Kiksekage,Firkantede vaniljekiks ca. 80 g,20,stk
Ratatouille og pasta,Olivenolie,2,spsk
Ratatouille og pasta,Grofthakkede løg ca. 200 g,2,stk
Ratatouille og pasta,Små hakkede fed hvidløg,4,stk
Ratatouille og pasta,Aubergine i tern ca. 200 g,1,stk
Ratatouille og pasta,Grøn squash i tern ca. 200 g,1,stk
Ratatouille og pasta,Hakkede tomater ca. 400 g,1,dåse
Ratatouille og pasta,Tomater i tern ca. 200 g,4,stk
Ratatouille og pasta,Groft salt,1,5,½tsk
Ratatouille og pasta,Friskkværnet peber,0,stk
Ratatouille og pasta,Grofthakkede oreganoblade,3,spsk
Ratatouille og pasta,Oliven,150,g
Ratatouille og pasta,Tørret fuldkornspasta fx penne - koges,400,g
Falafel wrap,Creme fraiche,2,dl
Falafel wrap,Finthakkede fed hvidløg,2,stk
Falafel wrap,Mynteblade,2,spsk
Falafel wrap,Salt,0,5,½tsk
Falafel wrap,Fladbrød,4,stk
Falafel wrap,Feldsalat,50,g
Falafel wrap,Agurk i tern,0,5,½
Falafel wrap,Tomater i tern,4,stk
Falafel wrap,Rødløg i tynde strimler,1,stk
Falafel wrap,Falafler,12,stk
Falafel wrap,Sorte sesamfrø,1,spsk
Falafel wrap,Basilikumpesto,1,dl
Falafel wrap,Syltede jalapenos,0,stk
Linsepandekager,Tørrede røde linser ca. 250 g,3,dl
Linsepandekager,Kogende vand,5,dl
Linsepandekager,Olivenolie,1,spsk
Linsepandekager,Salt,1,tsk
Linsepandekager,Smør - til stegning,20,g
Pastaret med kylling,Vand,2,5,½liter
Pastaret med kylling,Groft salt,2,5,½tsk
Pastaret med kylling,Tørret pasta fx skruer,300,g
Pastaret med kylling,Kyllingefilet,350,g
Pastaret med kylling,Smør,20,g
Pastaret med kylling,Madlavningsfløde,2,dl
Pastaret med kylling,Frosne ærter,300,g
Pastaret med kylling,Små fed hvidløg i skiver,2,stk
Pastaret med kylling,Groft salt,1,tsk
Pastaret med kylling,Grønne asparges i mundrette stykker,300,g
Pastaret med kylling,Fintrevet Parmigiano Reggiano,50,g
Pastaret med kylling,Basilikumblade,3,dl
Pastaret med kylling,Høvlet Parmigiano Reggiano,50,g
Pastaret med kylling,Friskkværnet peber,0,stk
Hurtig hindbærmousse,Hindbær,250,g
Hurtig hindbærmousse,Piskefløde,0,25,¼liter
Hurtig hindbærmousse,Flormelis ca. 1 dl,50,g
Hurtig hindbærmousse,Flormelis,0,stk
Hurtig hindbærmousse,Citronmelisseblade,0,stk
Fondant,Hvide skumfiduser,100,g
Fondant,Rapsolie,1,spsk
Fondant,Blå eller rød pastafarve,0,stk
Fondant,Flormelis ca. 4 dl,200,g
Fondant,Flormelis,0,stk
Creme brulée,Æggeblommer,4,stk
Creme brulée,Sukker ca. 1 dl,85,g
Creme brulée,Vaniljestang - kornene heraf,0,5,½
Creme brulée,Piskefløde,0,25,¼liter
Creme brulée,Mælk,1,dl
Creme brulée,Sukker,1,spsk
Kyllingefrikadeller,Hakket kyllingekød,400,g
Kyllingefrikadeller,Groft salt,2,tsk
Kyllingefrikadeller,Æg,1,stk
Kyllingefrikadeller,Hvedemel ca. 1 dl,2,spsk
Kyllingefrikadeller,Mælk,1,dl
Kyllingefrikadeller,Finthakket kruspersille,1,dl
Kyllingefrikadeller,Fintsnittede forårsløg,3,stk
Kyllingefrikadeller,Finthakkende soltørrede tomater,3,spsk
Kyllingefrikadeller,Finthakkede fed hvidløg,3,stk
Kyllingefrikadeller,Friskkværnet peber,0,stk
Kyllingefrikadeller,Smør,20,g
Snobrød,Smør,25,g
Snobrød,Mælk eller syrnet produkt fx tykmælk,0,25,¼liter
Snobrød,Gær,25,g
Snobrød,Sukker,2,tsk
Snobrød,Groft salt,0,75,¾tsk
Snobrød,Hvedemel ca. 6¾ dl,400,g
Snobrød,Wienerpølser ketchup og sennep - eller syltetøj og sukker,0,stk
Pasta med flødesauce,Groft salt,2,5,½tsk
Pasta med flødesauce,Vand,2,5,½liter
Pasta med flødesauce,Tørret pasta fx gnocchi pasta eller pastarør,400,g
Pasta med flødesauce,Smør,10,g
Pasta med flødesauce,Finthakkede fed hvidløg,2,stk
Pasta med flødesauce,Frosne edamamebønner,300,g
Pasta med flødesauce,Madlavningsfløde,2,5,½dl
Pasta med flødesauce,Groft salt,0,5,½tsk
Pasta med flødesauce,Babyspinatblade eller optøet frossen helbladet spinat,300,g
Pasta med flødesauce,Fintrevet citronskal usprøjtet,2,tsk
Pasta med flødesauce,Friskpresset citronsaft,1,spsk
Pasta med flødesauce,Grofthakkede valnøddekerner,50,g
Pasta med flødesauce,Tørrede chiliflager,1,-tsk
Æbletærte,Smør,150,g
Æbletærte,Sukker ca. 1½ dl,125,g
Æbletærte,Æg,1,stk
Æbletærte,Hvedemel ca. 3 dl,175,g
Æbletærte,Bagepulver,2,tsk
Æbletærte,Æg,2,stk
Æbletærte,Sukker ca. 1 dl,85,g
Æbletærte,Creme fraiche,2,dl
Æbletærte,Faste æbler i tynde både,3,stk
Æbletærte,Flormelis,0,stk
Shawarma,Rester af lammesteg uden ben fx fra lammekølle hals eller bov,400,g
Shawarma,Friskpresset citronsaft,1,spsk
Shawarma,Garam masala,1,spsk
Shawarma,Små finthakkede fed hvidløg,3,stk
Shawarma,Groft salt,1,tsk
Shawarma,Friskkværnet peber,0,5,½tsk
Shawarma,Fraiche,2,dl
Shawarma,Små finthakkede fed hvidløg,2,stk
Shawarma,Tørret oregano,1,tsk
Shawarma,Groft salt,0,5,½tsk
Shawarma,Olivenolie,2,spsk
Shawarma,Sambal oelek,1,spsk
Shawarma,Lille finthakket fed hvidløg,1,stk
Shawarma,Rødkål,150,g
Shawarma,Modne tomater i små stykker ca. 200 g,4,stk
Shawarma,Agurk i tern ca. 200 g,0,5,½
Shawarma,Lille rødløg i tynde skiver,1,stk
Shawarma,Grofthakket bredbladet persille,1,bundt
Shawarma,Lune fladbrød,8,stk
Citronsorbet,Vand,3,dl
Citronsorbet,Sukker ca. 1¾ dl,150,g
Citronsorbet,Friskpresset citronsaft af 4-5 citroner,2,5,½dl
Citronsorbet,Æggehvide,3,spsk
Citronsorbet,Sukker,3,spsk
Citronsorbet,Stor citron usprøjtet,1,stk
Citronsorbet,Sukker ca. 1 dl,85,g
Citronsorbet,Vand,1,dl
Citronsorbet,Citronmelisseblade,0,stk
Paella med rejer,Olivenolie,2,spsk
Paella med rejer,Smør,20,g
Paella med rejer,Røde peberfrugter i små tern ca. 450 g,4,stk
Paella med rejer,Forårsløg i skrå stykker ca. 200 g,2,bundter
Paella med rejer,Risottoris ca. 4 dl,320,g
Paella med rejer,Safran,0,25,¼pakke
Paella med rejer,Grøntsagsbouillon,7,dl
Paella med rejer,Optøede frosne nordsørejer med skal,800,g
Paella med rejer,Groft salt,1,5,½tsk
Paella med rejer,Friskkværnet peber,0,stk
Paella med rejer,Citroner usprøjtede i både,2,stk
Paella med rejer,Flutes,240,g
Croissanter,Hvedemel iskoldt,450,g
Croissanter,Mælk,2,5,½dl
Croissanter,Æg,1,stk
Croissanter,Gær,25,g
Croissanter,Sukker,2,tsk
Croissanter,Fint salt,1,5,½tsk
Croissanter,Koldt smør,250,g
Croissanter,Hvedemel,50,g
Croissanter,Hvedemel til udrulning iskoldt,100,g
Croissanter,Sammenpisket æg til pensling,1,stk
Tigerrejer på spyd,Olivenolie,3,spsk
Tigerrejer på spyd,Finthakket rød chilipeber,1,tsk
Tigerrejer på spyd,Finthakkede fed hvidløg,2,stk
Tigerrejer på spyd,Rå tigerrejer ca. 300 g,20,stk
Tigerrejer på spyd,Bambusspyd - ca. 20 cm lange,4,stk
Tigerrejer på spyd,Revet citronskal usprøjtet,1,tsk
Tigerrejer på spyd,Flagesalt,0,5,½tsk
Tigerrejer på spyd,Frisk basilikum,0,stk
Langtidsstegt oksemørbrad,Oksemørbrad ca. 2 kg,1,stk
Langtidsstegt oksemørbrad,Rapsolie,2,spsk
Langtidsstegt oksemørbrad,Groft salt,1,spsk
Langtidsstegt oksemørbrad,Groftkværnet peber,0,stk
Langtidsstegt oksemørbrad,Rapsolie,2,spsk
Langtidsstegt oksemørbrad,Portobello svampe i mindre stykker,500,g
